symbol,market,strategy_id,phase_id,timeframe,direction,entryDate,exitDate,entry,exit,pnl,holdDays,prob,regPred,tsPred,score
SOUN,US,OVERSOLD_REBOUND,LATE_FEB_RISK_OFF,1d,LONG,2026-03-02T14:00:45.000Z,2026-03-04T14:08:09.549Z,18.2133906773,17.7745507893,-0.0240943543,2.0051452459,0.6173872638,0.007923041,0.0059725186,0.5264396344
HIMS,US,EQ_PULLBACK,LATE_FEB_RISK_OFF,1d,LONG,2026-03-02T14:10:15.000Z,2026-03-04T16:02:26.883Z,42.4198629726,41.5059361069,-0.0215447859,2.077915317,0.7698940439,0.010089613,0.0030531351,0.6275759836
CAVA,US,ANCHOR_REVERT,LATE_FEB_RISK_OFF,1d,LONG,2026-03-02T14:13:46.000Z,2026-03-05T05:37:40.125Z,162.1709898924,159.0697812736,-0.0191230788,2.6415986734,0.6557097123,0.007901611,0.0049784869,0.5371294608
CELH,US,TREND_RANGE_FLIP,LATE_FEB_RISK_OFF,1d,LONG,2026-03-02T14:30:06.000Z,2026-03-05T00:47:11.667Z,74.2999313838,70.7728701384,-0.0474705855,2.4285378229,0.6679380657,0.024591661,0.0132570068,0.642315398
SNOW,US,LEADER_LAGGARD,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-03T14:25:06.000Z,2026-03-07T19:13:45.380Z,213.707923209,211.1844411386,0.0118080885,4.2004557898,0.1830336146,-0.0040793376,-0.0026524815,0.6283632984
DDOG,US,LEADER_LAGGARD,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-03T14:28:26.000Z,2026-03-08T07:04:44.793Z,172.2625990397,169.9764981603,0.0132710228,4.6918841873,0.1832866402,-0.0064615151,-0.0034789052,0.6331550967
CRWD,US,OVERSOLD_REBOUND,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-03T14:36:54.000Z,2026-03-06T06:37:37.538Z,482.8971015971,501.1134634878,-0.0377230715,2.6671705872,0.1436406943,-0.0110727211,-0.0091793707,0.7448371432
APP,US,DISPERSION_SWING,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-03T14:40:49.000Z,2026-03-07T22:53:43.854Z,135.9801694992,131.9945992299,0.0293099375,4.3423015544,0.2304342802,-0.0150606049,-0.0084180545,0.6537411058
MDB,US,LEADER_LAGGARD,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-04T15:37:13.000Z,2026-03-06T20:02:07.159Z,328.8607397555,322.0399931248,0.0207405318,2.1839601835,0.2322503301,-0.0075729578,-0.0030256901,0.6232975706
PANW,US,OVERSOLD_REBOUND,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-04T15:38:21.000Z,2026-03-07T10:20:55.834Z,417.5803175894,426.3461100407,-0.0209918717,2.779569843,0.2859565713,-0.0077172742,-0.0060063618,0.5854836326
NET,US,SECTOR_ROTATION,LATE_FEB_RISK_OFF,1d,LONG,2026-03-04T15:41:22.000Z,2026-03-08T23:37:33.107Z,128.2538527819,123.7288213176,-0.0352818365,4.3306841192,0.7174055055,0.0172825995,0.0074927316,0.6364902079
BTCUSDT-PERP,FUTURES,FUNDING_DISLOCATION,LATE_FEB_RISK_OFF,1d,LONG,2026-03-05T06:42:48.000Z,2026-03-08T06:54:53.076Z,107321.0637383185,101674.7216853926,-0.0526116855,3.0083920861,0.7664555286,0.0224648387,0.0131598027,0.7307277114
PATH,US,LEADER_LAGGARD,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-05T15:04:28.000Z,2026-03-09T04:26:29.651Z,17.9712555997,17.7290603486,0.013476813,3.5569635628,0.3604004129,-0.0066955374,-0.0030259168,0.5063328671
BILL,US,LIQUIDITY_GAP_FILL,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-05T15:14:26.000Z,2026-03-07T16:10:14.048Z,71.1095089278,70.0618927523,0.0147324344,2.0387505635,0.3523553913,-0.007123539,-0.0022390576,0.5163943953
U,US,OVERSOLD_REBOUND,LATE_FEB_RISK_OFF,1d,SHORT,2026-03-05T15:40:16.000Z,2026-03-08T05:33:40.064Z,28.1144811736,27.6002235752,0.0182915557,2.5787507442,0.2651078462,-0.0086632991,-0.0038649328,0.5913136401
ROKU,US,OPENING_DRIVE_RECLAIM,LATE_FEB_RISK_OFF,1d,LONG,2026-03-05T15:49:22.000Z,2026-03-06T06:25:35.737Z,91.5184424949,89.3260562103,-0.0239556774,0.6084923372,0.756201832,0.0110746736,0.0043633261,0.6259146222
BITF,US,ANCHOR_REVERT,MAR_RECOVERY,1d,SHORT,2026-03-06T16:01:13.000Z,2026-03-08T22:25:44.266Z,5.4218317564,5.2763974045,0.0268238408,2.2670285496,0.166128808,-0.0116078297,-0.0066178018,0.6915883168
MARA,US,INDEX_HEDGE_OVERLAY,MAR_RECOVERY,1d,SHORT,2026-03-06T16:48:15.000Z,2026-03-09T12:35:01.188Z,32.1049396765,31.1960657728,0.0283094724,2.8241456952,0.3514210673,-0.0121993306,-0.0076802029,0.5632290376
RIOT,US,ZSCORE_REVERT,MAR_RECOVERY,1d,SHORT,2026-03-06T16:58:44.000Z,2026-03-08T05:53:12.494Z,18.0252437966,18.2181379329,-0.010701333,1.5378298014,0.2346286367,-0.0054020608,-0.0026017965,0.5874519137
COIN,US,MOM_EXPANSION,MAR_RECOVERY,1d,LONG,2026-03-06T16:59:11.000Z,2026-03-09T23:57:45.184Z,336.5504947438,353.4025485599,0.0500728838,3.2906734284,0.7122889407,0.0249268345,0.0102996367,0.6830958422
BTCUSDT,CRYPTO,CARRY_TREND,MAR_RECOVERY,1d,LONG,2026-03-07T08:58:22.000Z,2026-03-12T05:08:06.661Z,106790.9950097322,111893.227136671,0.0477777375,4.8401002493,0.8533347456,0.020354297,0.0103773418,0.7768453242
OPEN,US,LEADER_LAGGARD,MAR_RECOVERY,1d,SHORT,2026-03-09T16:17:14.000Z,2026-03-14T08:47:42.076Z,2.6632353303,2.5950654977,0.0255966237,4.6878249601,0.330363858,-0.008283371,-0.0074170605,0.5691665427
CLSK,US,EQ_BREAKOUT,MAR_RECOVERY,1d,SHORT,2026-03-09T16:28:23.000Z,2026-03-14T10:48:58.421Z,16.7194464957,16.1511996398,0.0339871811,4.7642988592,0.360749118,-0.0106024738,-0.0087921372,0.5758170509
CIFR,US,LIQUIDITY_GAP_FILL,MAR_RECOVERY,1d,SHORT,2026-03-09T16:57:46.000Z,2026-03-10T17:39:29.642Z,8.5381111871,8.6106661383,-0.0084977754,1.0289773446,0.3591352751,-0.003565553,-0.0011947825,0.4903150382
BTCUSDT-PERP,FUTURES,FUNDING_DISLOCATION,MAR_RECOVERY,1d,LONG,2026-03-10T12:45:26.000Z,2026-03-13T07:17:56.486Z,105552.8767346896,109552.0385740621,0.0378877579,2.7725750791,0.6265705653,0.0159863693,0.0056250187,0.5799491839
FUBO,US,OVERSOLD_REBOUND,MAR_RECOVERY,1d,LONG,2026-03-10T17:27:28.000Z,2026-03-11T17:33:49.652Z,5.481671507,5.6153804855,0.0243920086,1.0044172692,0.6951397513,0.0100610797,0.0038317999,0.5834334503
ACHR,US,ZSCORE_REVERT,MAR_RECOVERY,1d,SHORT,2026-03-10T17:30:43.000Z,2026-03-13T01:08:37.380Z,10.6844348175,10.7620235506,-0.0072618472,2.3179905128,0.3648738847,-0.0026366483,-0.0016757308,0.4819810836
ASTS,US,VOL_EXP_CONT,MAR_RECOVERY,1d,SHORT,2026-03-10T17:33:48.000Z,2026-03-15T02:21:29.785Z,38.3205408287,37.4565004714,0.0225477078,4.3664558541,0.3809337571,-0.0091001795,-0.0045388094,0.5223899014
CLOV,US,VOL_EXP_CONT,MAR_RECOVERY,1d,LONG,2026-03-10T17:43:29.000Z,2026-03-13T10:22:46.248Z,4.4352675252,4.6948195382,0.0585200355,2.693949639,0.7182701001,0.0240691563,0.0108570003,0.7161225928
JD,US,BREADTH_PRESSURE_SHORT,MAR_RECOVERY,1d,LONG,2026-03-11T17:24:05.000Z,2026-03-15T03:36:30.569Z,40.4853766284,42.3420694455,0.0458608261,3.4252959472,0.8438677355,0.0224948987,0.0106884494,0.7635115784
BABA,US,ANCHOR_REVERT,MAR_RECOVERY,1d,SHORT,2026-03-11T17:25:23.000Z,2026-03-14T05:12:39.515Z,103.0203465526,101.0294641078,0.0193251383,2.4911633729,0.3218781927,-0.0071490829,-0.0045894512,0.5539531715
BILI,US,FALSE_BREAK_CAPTURE,MAR_RECOVERY,1d,SHORT,2026-03-11T17:27:46.000Z,2026-03-13T18:21:15.379Z,22.8415761596,22.0121714186,0.0363111869,2.0371455906,0.3821844261,-0.0126417261,-0.0066642691,0.5682852486
PDD,US,VOL_EXP_CONT,MAR_RECOVERY,1d,LONG,2026-03-11T17:35:05.000Z,2026-03-14T02:34:14.724Z,160.146829544,168.6524036785,0.0531110991,2.3744181088,0.6975386088,0.017275641,0.0103089423,0.6828055353
QQQ,US,LIQUIDITY_GAP_FILL,MAR_RECOVERY,1d,LONG,2026-03-12T18:36:17.000Z,2026-03-14T18:36:22.244Z,537.6759116907,547.5868309597,0.0184328869,2.0000607022,0.6608211717,0.0076373196,0.0046931875,0.5384630591
SPY,US,FALSE_BREAK_CAPTURE,MAR_RECOVERY,1d,LONG,2026-03-12T18:47:38.000Z,2026-03-14T07:11:09.553Z,623.6480659583,640.367245645,0.0268086772,1.5163374245,0.6507697973,0.0075941571,0.0067192059,0.5597037566
NIO,US,EQ_BREAKOUT,MAR_RECOVERY,1d,SHORT,2026-03-12T18:51:15.000Z,2026-03-16T18:07:00.628Z,7.1364577865,6.8513286884,0.0399538688,3.9692781024,0.1944344938,-0.0175030247,-0.0064180872,0.7158503185
BTCUSDT,CRYPTO,ZSCORE_REVERT,MAR_RECOVERY,1d,SHORT,2026-03-13T16:39:33.000Z,2026-03-15T14:47:41.686Z,106142.0005062202,106805.5882250396,-0.0062518863,1.9223227656,0.1769676512,-0.0027298773,-0.0011267698,0.6138397047
AAPL,US,LEADER_LAGGARD,MAR_RECOVERY,1d,SHORT,2026-03-13T18:06:43.000Z,2026-03-17T23:50:46.213Z,239.145325036,232.9881529935,0.0257465708,4.2389260817,0.1508619773,-0.0094016118,-0.0073198546,0.6989177172
IWM,US,TREND_RANGE_FLIP,MAR_RECOVERY,1d,SHORT,2026-03-13T18:07:34.000Z,2026-03-16T19:42:58.171Z,231.4835858216,222.6420826455,0.0381949465,3.0662519842,0.3700631442,-0.0135191226,-0.0070706397,0.5834173543
DIA,US,TREND_RANGE_FLIP,MAR_RECOVERY,1d,SHORT,2026-03-13T18:10:09.000Z,2026-03-15T06:00:47.712Z,441.0722129294,427.1197315547,0.0316330999,1.4935036136,0.2030786698,-0.0105637373,-0.0080096386,0.6813358975
MSFT,US,EQ_BREAKOUT,MAR_RECOVERY,1d,SHORT,2026-03-13T18:55:28.000Z,2026-03-17T06:42:51.237Z,504.5402343271,484.6177109052,0.039486491,3.4912411764,0.3812562197,-0.013080496,-0.0084339565,0.5797495913
BTCUSDT-PERP,FUTURES,FUNDING_DISLOCATION,MAR_EVENT_VOL,1d,LONG,2026-03-15T18:14:52.000Z,2026-03-19T23:59:59.999Z,104989.4973109056,107350.4652410231,0.0224876582,4.2396759144,0.7658089509,0.0091648102,0.0065148364,0.6278404825
AMZN,US,TREND_RANGE_FLIP,MAR_EVENT_VOL,1d,LONG,2026-03-16T19:00:38.000Z,2026-03-19T23:59:59.999Z,239.441890866,244.270349133,0.02016547,3.2078935069,0.6308658883,0.0076675882,0.0034251498,0.5227860376
TSLA,US,SECTOR_ROTATION,MAR_EVENT_VOL,1d,SHORT,2026-03-16T19:01:43.000Z,2026-03-19T06:16:45.238Z,338.2261211079,329.4399419473,0.0259772342,2.4687759136,0.2297497102,-0.0077810487,-0.0038661164,0.6429028049
META,US,OVERSOLD_REBOUND,MAR_EVENT_VOL,1d,LONG,2026-03-16T19:18:50.000Z,2026-03-18T22:17:17.305Z,697.6390094365,681.5631098222,-0.0230432923,2.1239271501,0.779431853,0.0069443885,0.0046625039,0.6395381279
NVDA,US,LIQUIDITY_GAP_FILL,MAR_EVENT_VOL,1d,LONG,2026-03-16T19:19:23.000Z,2026-03-18T02:46:29.686Z,178.3839148069,174.3113203047,-0.022830503,1.310494062,0.7425017397,0.0091924111,0.00589345,0.6122249627
GOOGL,US,ANCHOR_REVERT,MAR_EVENT_VOL,1d,LONG,2026-03-17T19:17:52.000Z,2026-03-19T07:09:31.574Z,210.4413389929,213.9799609507,0.0168152416,1.4942080368,0.7272873233,0.0049144917,0.0042858927,0.5808186942
AMD,US,MOM_EXPANSION,MAR_EVENT_VOL,1d,SHORT,2026-03-17T19:23:18.000Z,2026-03-19T23:59:59.999Z,165.7312266693,163.0462546095,0.0162007614,2.1921527662,0.3288551647,-0.0062490309,-0.0022711036,0.5383068703
NFLX,US,EARNINGS_DRIFT_FADE,MAR_EVENT_VOL,1d,SHORT,2026-03-17T19:27:13.000Z,2026-03-18T20:16:04.011Z,1159.1227067702,1130.7657020315,0.0244641957,1.0339237442,0.2723947887,-0.0076470465,-0.0047806939,0.6070540175
SMCI,US,DISPERSION_SWING,MAR_EVENT_VOL,1d,LONG,2026-03-18T20:15:24.000Z,2026-03-19T23:59:59.999Z,90.160106174,92.1992129907,0.0226165086,1.1559722106,0.624641174,0.0083726382,0.0039792837,0.5266377746
AVGO,US,BREADTH_PRESSURE_SHORT,MAR_EVENT_VOL,1d,SHORT,2026-03-18T20:40:19.000Z,2026-03-19T23:59:59.999Z,261.6712093294,255.2392598033,0.0245802721,1.1386689699,0.2027385142,-0.0073278327,-0.0064642438,0.6576011948
JPM,US,FALSE_BREAK_CAPTURE,MAR_EVENT_VOL,1d,LONG,2026-03-18T20:42:17.000Z,2026-03-19T23:59:59.999Z,279.2847436729,285.3723725787,0.0217972125,1.1373032292,0.6978243239,0.0088321272,0.0040898873,0.5765440359
MU,US,VOL_EXP_CONT,MAR_EVENT_VOL,1d,LONG,2026-03-18T20:46:47.000Z,2026-03-19T23:59:59.999Z,145.3032523447,147.9534666548,0.0182391947,1.1341782292,0.7498044529,0.0074616503,0.004999327,0.6018724681
UNH,US,ANCHOR_REVERT,MAR_EVENT_VOL,1d,LONG,2026-03-19T20:48:47.000Z,2026-03-19T23:59:59.999Z,603.5183076835,595.9935896414,-0.0124680858,0.1327893403,0.7989524709,0.0054060119,0.0018527576,0.6176372707
WMT,US,TREND_RANGE_FLIP,MAR_EVENT_VOL,1d,LONG,2026-03-19T20:58:23.000Z,2026-03-19T23:59:59.999Z,100.2563958785,102.1722288129,0.0191093338,0.1261226736,0.761904925,0.0063925566,0.0036121935,0.6135432808
XOM,US,EQ_PULLBACK,MAR_EVENT_VOL,1d,LONG,2026-03-19T20:59:14.000Z,2026-03-19T23:59:59.999Z,116.5765379892,118.2578915997,0.0144227444,0.1255323958,0.6449284571,0.0043891733,0.0024562989,0.5133858202
